card_id,name,owned_multiverseid,created,modified,color,cmc,mana_cost,types,reserved,multiverse_id,printings
517,Mirari's Wake,382308,2017-09-04 18:43:27.5737,,GW,5,{3}{G}{W},Enchantment,f,,"[{""rarity"":""M"",""set"":""C17"",""multiverseid"":433113},{""rarity"":""R"",""set"":""CM1"",""multiverseid"":338455},{""rarity"":""M"",""set"":""CNS"",""multiverseid"":382308},{""rarity"":""R"",""set"":""JUD"",""multiverseid"":35057}]"
524,Shadowmage Infiltrator,126333,2017-09-04 18:43:28.800228,,BU,3,{1}{U}{B},Creature,f,126333,"[{""rarity"":""U"",""set"":""A25"",""multiverseid"":442206},{""rarity"":""R"",""set"":""C17"",""multiverseid"":433125},{""rarity"":""R"",""set"":""MM2"",""multiverseid"":397858},{""rarity"":""R"",""set"":""ODY"",""multiverseid"":33604},{""rarity"":""R"",""set"":""TSB"",""multiverseid"":126333}]"
617,Dragonskull Summit,205089,2017-09-17 21:50:34.856258,,"",0,,Land,f,435413,"[{""rarity"":""R"",""set"":""C16"",""multiverseid"":420909},{""rarity"":""R"",""set"":""E01"",""multiverseid"":430632},{""rarity"":""R"",""set"":""M10"",""multiverseid"":191091},{""rarity"":""R"",""set"":""M11"",""multiverseid"":205089},{""rarity"":""R"",""set"":""M12"",""multiverseid"":221921},{""rarity"":""R"",""set"":""M13"",""multiverseid"":249716},{""rarity"":""R"",""set"":""XLN"",""multiverseid"":435413}]"
784,"Jace, Vryn's Prodigy",398434,2017-09-17 22:03:21.800828,,U,2,{1}{U},Creature,f,439335,"[{""rarity"":""M"",""set"":""ORI"",""multiverseid"":398434},{""rarity"":""M"",""set"":""V17"",""multiverseid"":439335}]"
1168,Bala Ged Recovery,,2021-05-27 03:57:20.585094,,C,3,,Land,f,,"[{""rarity"":""U"",""set"":""ZNR"",""multiverseid"":""491825""},{""rarity"":""U"",""set"":""ZNR"",""multiverseid"":""491825""}]"
1170,"Atris, Oracle of Half-Truths",476460,2021-05-27 03:57:20.920804,,UB,4,{2}{U}{B},Creature,f,,"[{""rarity"":""R"",""set"":""THB"",""multiverseid"":""476460""}]"
1191,Talisman of Impulse,,2021-05-27 03:57:24.374584,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""39600""}]"
1190,Talisman of Hierarchy,,2021-05-27 03:57:24.212717,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464182""}]"
1169,Soulherder,,2021-05-27 03:57:20.756688,,WU,3,{1}{W}{U},Creature,f,,"[{""rarity"":""U"",""set"":""KHC"",""multiverseid"":""508383""},{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464163""}]"
1199,Mystic Sanctuary,,2021-05-27 03:57:25.6938,,C,0,,Land,f,,"[{""rarity"":""C"",""set"":""ELD"",""multiverseid"":""473209""},{""rarity"":""S"",""set"":""TSR"",""multiverseid"":""512374""}]"
1205,Dark Depths,,2021-05-27 03:57:26.68918,,C,0,,Land,f,,"[{""rarity"":""M"",""set"":""2XM"",""multiverseid"":""489987""},{""rarity"":""R"",""set"":""CSP"",""multiverseid"":""121155""},{""rarity"":""M"",""set"":""PUMA"",""multiverseid"":""457139""},{""rarity"":""M"",""set"":""UMA"",""multiverseid"":""456837""},{""rarity"":""M"",""set"":""V16"",""multiverseid"":""416746""}]"
1194,Talisman of Resilience,,2021-05-27 03:57:24.867337,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""C21"",""multiverseid"":""519305""},{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464183""}]"
1196,Crystal Shard,,2021-05-27 03:57:25.201592,,C,3,{3},Artifact,f,,"[{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""46035""},{""rarity"":""S"",""set"":""TSR"",""multiverseid"":""512359""}]"
1202,Raugrin Triome,,2021-05-27 03:57:26.191913,,C,0,,Land,f,,"[{""rarity"":""R"",""set"":""IKO"",""multiverseid"":""479771""}]"
1177,Binding the Old Gods,,2021-05-27 03:57:22.081216,,BG,4,{2}{B}{G},Enchantment,f,,"[{""rarity"":""U"",""set"":""KHM"",""multiverseid"":""503822""}]"
1192,Talisman of Indulgence,,2021-05-27 03:57:24.538718,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""E01"",""multiverseid"":""430630""},{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""39599""}]"
1193,Talisman of Progress,,2021-05-27 03:57:24.701685,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""39597""}]"
1174,Lurrus of the Dream-Den,,2021-05-27 03:57:21.589678,,WB,3,{1}{W/B}{W/B},Creature,f,,"[{""rarity"":""R"",""set"":""IKO"",""multiverseid"":""479746""}]"
1195,Talisman of Unity,,2021-05-27 03:57:25.034753,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""39601""}]"
1180,Prismari Command,,2021-05-27 03:57:22.575324,,UR,3,{1}{U}{R},Instant,f,,"[{""rarity"":""R"",""set"":""STX"",""multiverseid"":""513706""},{""rarity"":""R"",""set"":""STX"",""multiverseid"":""516948""}]"
1186,Talisman of Conviction,,2021-05-27 03:57:23.563141,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464179""}]"
1176,Witherbloom Command,,2021-05-27 03:57:21.91737,,BG,2,{B}{G},Sorcery,f,,"[{""rarity"":""R"",""set"":""STX"",""multiverseid"":""513740""},{""rarity"":""R"",""set"":""STX"",""multiverseid"":""516956""}]"
1172,"Phylath, World Sculptor",,2021-05-27 03:57:21.251529,,RG,6,{4}{R}{G},Creature,f,,"[{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491885""},{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""495210""}]"
1179,Saheeli Rai,,2021-05-27 03:57:22.410922,,UR,3,{1}{U}{R},Planeswalker,f,,"[{""rarity"":""M"",""set"":""KLD"",""multiverseid"":""417759""}]"
1189,Talisman of Dominance,,2021-05-27 03:57:24.049697,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""E01"",""multiverseid"":""430629""},{""rarity"":""U"",""set"":""MRD"",""multiverseid"":""39598""}]"
1178,Growth Spiral,,2021-05-27 03:57:22.246584,,UG,2,{G}{U},Instant,f,,"[{""rarity"":""C"",""set"":""C20"",""multiverseid"":""482844""},{""rarity"":""C"",""set"":""CMR"",""multiverseid"":""500926""},{""rarity"":""C"",""set"":""RNA"",""multiverseid"":""457322""}]"
43,Old Man of the Sea,937,2017-09-04 18:32:59.970511,,U,3,{1}{U}{U},Creature,t,,"[{""rarity"":""R"",""set"":""ARN"",""multiverseid"":""937""}]"
1130,Arcane Denial,,2021-05-27 03:57:14.219073,,U,2,{1}{U},Instant,f,,"[{""rarity"":""C"",""set"":""A25"",""multiverseid"":""442030""},{""rarity"":""C"",""set"":""ALL"",""multiverseid"":""3097""},{""rarity"":""C"",""set"":""ALL"",""multiverseid"":""3098""},{""rarity"":""C"",""set"":""C13"",""multiverseid"":""376245""},{""rarity"":""C"",""set"":""C16"",""multiverseid"":""420700""},{""rarity"":""C"",""set"":""CMA"",""multiverseid"":""430249""},{""rarity"":""C"",""set"":""CMR"",""multiverseid"":""500873""},{""rarity"":""C"",""set"":""CMR"",""multiverseid"":""502303""}]"
1164,Explore,,2021-05-27 03:57:19.922207,,G,2,{1}{G},Sorcery,f,,"[{""rarity"":""C"",""set"":""C18"",""multiverseid"":""451098""},{""rarity"":""C"",""set"":""C19"",""multiverseid"":""470710""},{""rarity"":""C"",""set"":""CMR"",""multiverseid"":""500906""},{""rarity"":""C"",""set"":""DDO"",""multiverseid"":""394363""},{""rarity"":""C"",""set"":""E01"",""multiverseid"":""430602""},{""rarity"":""C"",""set"":""JMP"",""multiverseid"":""489376""},{""rarity"":""C"",""set"":""MM3"",""multiverseid"":""425950""},{""rarity"":""R"",""set"":""SLD"",""multiverseid"":""497495""},{""rarity"":""C"",""set"":""WWK"",""multiverseid"":""201578""}]"
436,Dust Bowl,19772,2017-09-04 18:42:40.207703,,"",0,,Land,f,,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":409568},{""rarity"":""R"",""set"":""MMQ"",""multiverseid"":19772}]"
514,Knight of the Reliquary,370379,2017-09-04 18:43:27.049114,,GW,3,{1}{G}{W},Creature,f,370379,"[{""rarity"":""R"",""set"":""CON"",""multiverseid"":189145},{""rarity"":""M"",""set"":""DDG"",""multiverseid"":243416},{""rarity"":""R"",""set"":""IMA"",""multiverseid"":438769},{""rarity"":""R"",""set"":""MMA"",""multiverseid"":370379}]"
623,Rootbound Crag,,2017-09-17 21:50:35.926639,,"",0,,Land,f,435417,"[{""rarity"":""R"",""set"":""C16"",""multiverseid"":420934},{""rarity"":""R"",""set"":""H09"",""multiverseid"":208042},{""rarity"":""R"",""set"":""M10"",""multiverseid"":191057},{""rarity"":""R"",""set"":""M11"",""multiverseid"":205114},{""rarity"":""R"",""set"":""M12"",""multiverseid"":221922},{""rarity"":""R"",""set"":""M13"",""multiverseid"":249735},{""rarity"":""R"",""set"":""XLN"",""multiverseid"":435417}]"
452,Mishra's Factory,2387,2017-09-04 18:42:43.002949,,"",0,,Land,f,,"[{""rarity"":""U"",""set"":""4ED"",""multiverseid"":2387},{""rarity"":""U"",""set"":""A25"",""multiverseid"":442231},{""rarity"":""U"",""set"":""ATQ"",""multiverseid"":1072},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1073},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1071},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1074},{""rarity"":""U"",""set"":""DDF"",""multiverseid"":218340},{""rarity"":""U"",""set"":""EMA"",""multiverseid"":413784}]"
1187,Talisman of Creativity,,2021-05-27 03:57:23.724801,,C,2,{2},Artifact,f,,"[{""rarity"":""U"",""set"":""C21"",""multiverseid"":""519304""},{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464180""}]"
1167,Utopia Sprawl,,2021-05-27 03:57:20.421842,,G,1,{G},Enchantment,f,,"[{""rarity"":""U"",""set"":""A25"",""multiverseid"":""442181""},{""rarity"":""C"",""set"":""DIS"",""multiverseid"":""107569""}]"
919,Mana Flare,4070,2018-01-05 02:52:43.155062,,R,3,{2}{R},Enchantment,f,,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":807},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1305},{""rarity"":""R"",""set"":""4ED"",""multiverseid"":2294},{""rarity"":""R"",""set"":""5ED"",""multiverseid"":4070},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":210},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":505}]"
1151,Hidetsugu's Second Rite,,2021-05-27 03:57:17.726321,,R,4,{3}{R},Instant,f,,"[{""rarity"":""R"",""set"":""SOK"",""multiverseid"":""88818""}]"
328,Stunted Growth,2590,2017-09-04 18:39:39.635925,,G,5,{3}{G}{G},Sorcery,f,,"[{""rarity"":""R"",""set"":""ICE"",""multiverseid"":2590}]"
1141,Smiting Helix,,2021-05-27 03:57:16.042084,,B,4,{3}{B},Sorcery,f,,"[{""rarity"":""U"",""set"":""MH1"",""multiverseid"":""464058""}]"
424,Arid Mesa,177584,2017-09-04 18:42:38.136184,,"",0,,Land,f,177584,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405092},{""rarity"":""R"",""set"":""MM3"",""multiverseid"":426054},{""rarity"":""R"",""set"":""ZEN"",""multiverseid"":177584}]"
62,Trinket Mage,209040,2017-09-04 18:33:03.268097,,U,3,{2}{U},Creature,f,,"[{""rarity"":""C"",""set"":""5DN"",""multiverseid"":""50163""},{""rarity"":""C"",""set"":""C16"",""multiverseid"":""420719""},{""rarity"":""C"",""set"":""DDF"",""multiverseid"":""222746""},{""rarity"":""C"",""set"":""DDU"",""multiverseid"":""442777""},{""rarity"":""U"",""set"":""SOM"",""multiverseid"":""209040""},{""rarity"":""S"",""set"":""TSR"",""multiverseid"":""512286""}]"
470,Strip Mine,2380,2017-09-04 18:42:46.168817,,"",0,,Land,f,383113,"[{""rarity"":""U"",""set"":""4ED"",""multiverseid"":2380},{""rarity"":""U"",""set"":""ATQ"",""multiverseid"":1076},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1078},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1079},{""rarity"":""R"",""set"":""ATQ"",""multiverseid"":1077},{""rarity"":""M"",""set"":""EXP"",""multiverseid"":409574},{""rarity"":""M"",""set"":""V09"",""multiverseid"":194968}]"
172,Hero of Oxid Ridge,214028,2017-09-04 18:37:35.321378,,R,4,{2}{R}{R},Creature,f,214028,"[{""rarity"":""M"",""set"":""MBS"",""multiverseid"":""214028""}]"
474,Temple Garden,253681,2017-09-04 18:42:46.854961,,"",0,,Land,f,253681,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405112},{""rarity"":""R"",""set"":""GRN"",""multiverseid"":453008},{""rarity"":""R"",""set"":""RAV"",""multiverseid"":89093},{""rarity"":""R"",""set"":""RTR"",""multiverseid"":253681}]"
329,Survival of the Fittest,,2017-09-04 18:39:39.80423,,G,2,{1}{G},Enchantment,t,,"[{""rarity"":""R"",""set"":""EXO"",""multiverseid"":6150}]"
428,Bayou,1377,2017-09-04 18:42:38.828787,,"",0,,Land,t,382860,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":879},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1377},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":280},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":577}]"
478,Tropical Island,1382,2017-09-04 18:42:47.554511,,"",0,,Land,t,383138,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":884},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1382},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":285},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":582}]"
633,Time Vault,,2017-09-17 21:51:08.717564,,"",2,{2},Artifact,t,383130,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":642},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":45},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":340}]"
457,Plateau,1378,2017-09-04 18:42:43.872267,,"",0,,Land,t,383049,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":880},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1378},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":281},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":578}]"
458,Polluted Delta,386627,2017-09-04 18:42:44.046973,,"",0,,Land,f,,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405104},{""rarity"":""R"",""set"":""KTK"",""multiverseid"":386627},{""rarity"":""R"",""set"":""ONS"",""multiverseid"":39504}]"
459,Rakdos Carnarium,397753,2017-09-04 18:42:44.220308,,"",0,,Land,f,,"[{""rarity"":""C"",""set"":""ARC"",""multiverseid"":220541},{""rarity"":""C"",""set"":""C13"",""multiverseid"":376464},{""rarity"":""U"",""set"":""C16"",""multiverseid"":420932},{""rarity"":""C"",""set"":""C17"",""multiverseid"":433202},{""rarity"":""C"",""set"":""C18"",""multiverseid"":451228},{""rarity"":""C"",""set"":""C19"",""multiverseid"":470812},{""rarity"":""C"",""set"":""CMA"",""multiverseid"":430485},{""rarity"":""C"",""set"":""CMD"",""multiverseid"":247192},{""rarity"":""C"",""set"":""DDK"",""multiverseid"":368493},{""rarity"":""C"",""set"":""DIS"",""multiverseid"":97082},{""rarity"":""C"",""set"":""GK2"",""multiverseid"":460623},{""rarity"":""U"",""set"":""IMA"",""multiverseid"":438811},{""rarity"":""U"",""set"":""MM2"",""multiverseid"":397753}]"
286,Call of the Herd,29786,2017-09-04 18:39:32.315388,,G,3,{2}{G},Sorcery,f,,"[{""rarity"":""R"",""set"":""DDS"",""multiverseid"":426616},{""rarity"":""R"",""set"":""MM3"",""multiverseid"":425946},{""rarity"":""R"",""set"":""ODY"",""multiverseid"":29786},{""rarity"":""R"",""set"":""TSB"",""multiverseid"":109672}]"
734,Mardu Woe-Reaper,391877,2017-09-17 21:58:48.548057,,W,1,{W},Creature,f,391877,"[{""rarity"":""U"",""set"":""FRF"",""multiverseid"":""391877""}]"
731,Spirit of the Labyrinth,378399,2017-09-17 21:53:45.874284,,W,2,{1}{W},"Enchantment,Creature",f,378399,"[{""rarity"":""R"",""set"":""BNG"",""multiverseid"":""378399""}]"
465,Selesnya Sanctuary,87963,2017-09-04 18:42:45.29369,,"",0,,Land,f,,"[{""rarity"":""C"",""set"":""C13"",""multiverseid"":376492},{""rarity"":""U"",""set"":""C16"",""multiverseid"":420941},{""rarity"":""C"",""set"":""C17"",""multiverseid"":433212},{""rarity"":""C"",""set"":""C18"",""multiverseid"":451236},{""rarity"":""C"",""set"":""C19"",""multiverseid"":470818},{""rarity"":""C"",""set"":""CMA"",""multiverseid"":430492},{""rarity"":""C"",""set"":""CMD"",""multiverseid"":247387},{""rarity"":""C"",""set"":""DDG"",""multiverseid"":243454},{""rarity"":""C"",""set"":""GK1"",""multiverseid"":456383},{""rarity"":""U"",""set"":""IMA"",""multiverseid"":438813},{""rarity"":""U"",""set"":""MM2"",""multiverseid"":397734},{""rarity"":""C"",""set"":""PC2"",""multiverseid"":271212},{""rarity"":""C"",""set"":""PCA"",""multiverseid"":423550},{""rarity"":""C"",""set"":""RAV"",""multiverseid"":87963}]"
506,Figure of Destiny,158106,2017-09-04 18:43:25.634707,,RW,1,{R/W},Creature,f,,"[{""rarity"":""R"",""set"":""DDL"",""multiverseid"":373388},{""rarity"":""R"",""set"":""EVE"",""multiverseid"":158106},{""rarity"":""R"",""set"":""MMA"",""multiverseid"":370466},{""rarity"":""R"",""set"":""PD2"",""multiverseid"":236456}]"
764,Staff of Domination,50162,2017-09-17 22:01:41.71995,,"",3,{3},Artifact,f,425819,"[{""rarity"":""R"",""set"":""5DN"",""multiverseid"":50162},{""rarity"":""M"",""set"":""MPS"",""multiverseid"":425819}]"
1125,Charming Prince,,2021-05-27 03:57:13.39566,,W,2,{1}{W},Creature,f,,"[{""rarity"":""R"",""set"":""ELD"",""multiverseid"":""472970""}]"
1204,Zagoth Triome,,2021-05-27 03:57:26.523183,,C,0,,Land,f,,"[{""rarity"":""R"",""set"":""IKO"",""multiverseid"":""479779""}]"
423,Ancient Tomb,4636,2017-09-04 18:42:37.96164,,"",0,,Land,f,,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":409567},{""rarity"":""M"",""set"":""PUMA"",""multiverseid"":457135},{""rarity"":""U"",""set"":""TMP"",""multiverseid"":4636},{""rarity"":""R"",""set"":""UMA"",""multiverseid"":456832},{""rarity"":""M"",""set"":""V12"",""multiverseid"":288994}]"
429,Blood Crypt,253683,2017-09-04 18:42:38.99679,,"",0,,Land,f,253683,"[{""rarity"":""R"",""set"":""DIS"",""multiverseid"":97102},{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405093},{""rarity"":""R"",""set"":""RNA"",""multiverseid"":457389},{""rarity"":""R"",""set"":""RTR"",""multiverseid"":253683}]"
434,Caves of Koilos,383203,2017-09-04 18:42:39.863993,,"",0,,Land,f,398504,"[{""rarity"":""R"",""set"":""10E"",""multiverseid"":129497},{""rarity"":""R"",""set"":""9ED"",""multiverseid"":84467},{""rarity"":""R"",""set"":""APC"",""multiverseid"":23246},{""rarity"":""R"",""set"":""C16"",""multiverseid"":420902},{""rarity"":""R"",""set"":""M15"",""multiverseid"":383203},{""rarity"":""R"",""set"":""MD1"",""multiverseid"":382180},{""rarity"":""R"",""set"":""ORI"",""multiverseid"":398504}]"
451,Maze of Ith,287329,2017-09-04 18:42:42.82669,,"",0,,Land,f,287329,"[{""rarity"":""U"",""set"":""DRK"",""multiverseid"":1824},{""rarity"":""R"",""set"":""EMA"",""multiverseid"":413783},{""rarity"":""M"",""set"":""V12"",""multiverseid"":287329}]"
798,Temple of Abandon,373711,2017-09-17 22:04:19.623275,,"",0,,Land,f,373711,"[{""rarity"":""R"",""set"":""THB"",""multiverseid"":476495},{""rarity"":""R"",""set"":""THS"",""multiverseid"":373711}]"
808,"Brago, King Eternal",382221,2017-09-17 22:04:30.282813,,UW,4,{2}{W}{U},Creature,f,382869,"[{""rarity"":""R"",""set"":""CNS"",""multiverseid"":382221},{""rarity"":""R"",""set"":""EMA"",""multiverseid"":413740}]"
1157,Esika's Chariot,,2021-05-27 03:57:18.744133,,G,4,{3}{G},Artifact,f,,"[{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""503783""},{""rarity"":""R"",""set"":""KHM"",""multiverseid"":""507667""}]"
1147,Conspiracy Theorist,,2021-05-27 03:57:17.065316,,R,2,{1}{R},Creature,f,,"[{""rarity"":""R"",""set"":""STX"",""multiverseid"":""513571""},{""rarity"":""R"",""set"":""STX"",""multiverseid"":""516894""}]"
73,Bitterblossom,152648,2017-09-04 18:36:23.457966,,B,2,{1}{B},"Tribal,Enchantment",f,456681,"[{""rarity"":""M"",""set"":""MM2"",""multiverseid"":""397701""},{""rarity"":""R"",""set"":""MOR"",""multiverseid"":""152648""},{""rarity"":""M"",""set"":""PUMA"",""multiverseid"":""457111""},{""rarity"":""M"",""set"":""SLD"",""multiverseid"":""479392""},{""rarity"":""M"",""set"":""UMA"",""multiverseid"":""456681""}]"
177,Keldon Marauders,125885,2017-09-04 18:37:36.207561,,R,2,{1}{R},Creature,f,,"[{""rarity"":""C"",""set"":""EMA"",""multiverseid"":""413678""},{""rarity"":""C"",""set"":""PD2"",""multiverseid"":""234709""},{""rarity"":""C"",""set"":""PLC"",""multiverseid"":""125885""}]"
187,Plated Geopede,170977,2017-09-04 18:37:37.930552,,R,2,{1}{R},Creature,f,170977,"[{""rarity"":""C"",""set"":""DDI"",""multiverseid"":""266210""},{""rarity"":""C"",""set"":""ZEN"",""multiverseid"":""170977""}]"
196,Smash to Smithereens,158243,2017-09-04 18:37:39.488893,,R,2,{1}{R},Instant,f,158243,"[{""rarity"":""C"",""set"":""MM2"",""multiverseid"":""397795""},{""rarity"":""C"",""set"":""ORI"",""multiverseid"":""398669""},{""rarity"":""C"",""set"":""SHM"",""multiverseid"":""158243""}]"
1158,Springbloom Druid,464130,2021-05-27 03:57:18.908351,,G,3,{2}{G},Creature,f,,"[{""rarity"":""C"",""set"":""KHC"",""multiverseid"":""508364""},{""rarity"":""C"",""set"":""MH1"",""multiverseid"":""464130""},{""rarity"":""C"",""set"":""ZNC"",""multiverseid"":""496021""}]"
472,Taiga,1381,2017-09-04 18:42:46.512211,,"",0,,Land,t,383122,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":883},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1381},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":284},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":581}]"
512,Izzet Charm,253528,2017-09-04 18:43:26.688426,,RU,2,{U}{R},Instant,f,253528,"[{""rarity"":""U"",""set"":""DDJ"",""multiverseid"":338413},{""rarity"":""U"",""set"":""GK1"",""multiverseid"":456231},{""rarity"":""U"",""set"":""MM3"",""multiverseid"":425996},{""rarity"":""U"",""set"":""RTR"",""multiverseid"":253528}]"
515,Lightning Helix,370528,2017-09-04 18:43:27.224739,,RW,2,{R}{W},Instant,f,87908,"[{""rarity"":""U"",""set"":""DDH"",""multiverseid"":249386},{""rarity"":""U"",""set"":""DDN"",""multiverseid"":386343},{""rarity"":""U"",""set"":""E02"",""multiverseid"":439381},{""rarity"":""U"",""set"":""GK1"",""multiverseid"":455767},{""rarity"":""U"",""set"":""HOP"",""multiverseid"":205361},{""rarity"":""U"",""set"":""IMA"",""multiverseid"":438770},{""rarity"":""U"",""set"":""MMA"",""multiverseid"":370528},{""rarity"":""U"",""set"":""RAV"",""multiverseid"":87908}]"
479,Tundra,1383,2017-09-04 18:42:47.72618,,"",0,,Land,t,383139,"[{""rarity"":""R"",""set"":""2ED"",""multiverseid"":885},{""rarity"":""R"",""set"":""3ED"",""multiverseid"":1383},{""rarity"":""R"",""set"":""LEA"",""multiverseid"":286},{""rarity"":""R"",""set"":""LEB"",""multiverseid"":583}]"
1128,Ephemerate,,2021-05-27 03:57:13.884641,,W,1,{W},Instant,f,,"[{""rarity"":""C"",""set"":""MH1"",""multiverseid"":""463956""}]"
1198,Thespian's Stage,,2021-05-27 03:57:25.530993,,C,0,,Land,f,,"[{""rarity"":""R"",""set"":""2XM"",""multiverseid"":""490000""},{""rarity"":""R"",""set"":""C19"",""multiverseid"":""470828""},{""rarity"":""R"",""set"":""GTC"",""multiverseid"":""366353""},{""rarity"":""R"",""set"":""UMA"",""multiverseid"":""456849""}]"
1181,Expressive Iteration,,2021-05-27 03:57:22.737456,,UR,2,{U}{R},Sorcery,f,,"[{""rarity"":""U"",""set"":""STX"",""multiverseid"":""513678""},{""rarity"":""U"",""set"":""STX"",""multiverseid"":""517497""}]"
799,Temple of Deceit,373734,2017-09-17 22:04:19.795449,,"",0,,Land,f,373734,"[{""rarity"":""R"",""set"":""THB"",""multiverseid"":476496},{""rarity"":""R"",""set"":""THS"",""multiverseid"":373734}]"
407,Sundering Titan,220533,2017-09-04 18:41:01.514672,,"",8,{8},"Artifact,Creature",f,212631,"[{""rarity"":""R"",""set"":""A25"",""multiverseid"":442222},{""rarity"":""R"",""set"":""ARC"",""multiverseid"":220533},{""rarity"":""R"",""set"":""DST"",""multiverseid"":42084},{""rarity"":""M"",""set"":""MPS"",""multiverseid"":425820},{""rarity"":""M"",""set"":""V10"",""multiverseid"":212631}]"
432,Breeding Pool,366291,2017-09-04 18:42:39.517427,,"",0,,Land,f,457390,"[{""rarity"":""R"",""set"":""DIS"",""multiverseid"":97088},{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405095},{""rarity"":""R"",""set"":""GTC"",""multiverseid"":366291},{""rarity"":""R"",""set"":""RNA"",""multiverseid"":457390}]"
461,Sacred Foundry,366439,2017-09-04 18:42:44.573572,,"",0,,Land,f,89066,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405106},{""rarity"":""R"",""set"":""GRN"",""multiverseid"":453004},{""rarity"":""R"",""set"":""GTC"",""multiverseid"":366439},{""rarity"":""R"",""set"":""RAV"",""multiverseid"":89066}]"
468,Steam Vents,253682,2017-09-04 18:42:45.807838,,"",0,,Land,f,253682,"[{""rarity"":""M"",""set"":""EXP"",""multiverseid"":405109},{""rarity"":""R"",""set"":""GPT"",""multiverseid"":96923},{""rarity"":""R"",""set"":""GRN"",""multiverseid"":453007},{""rarity"":""R"",""set"":""RTR"",""multiverseid"":253682}]"
811,Dromoka's Command,394558,2017-09-17 22:04:30.800481,,GW,2,{G}{W},Instant,f,,"[{""rarity"":""R"",""set"":""DTK"",""multiverseid"":394558}]"
1132,Glasspool Mimic,,2021-05-27 03:57:14.542792,,C,3,,Land,f,,"[{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491688""},{""rarity"":""R"",""set"":""ZNR"",""multiverseid"":""491688""}]"
1201,Ketria Triome,,2021-05-27 03:57:26.025075,,C,0,,Land,f,,"[{""rarity"":""R"",""set"":""IKO"",""multiverseid"":""479770""}]"
37,Meloku the Clouded Mirror,370385,2017-09-04 18:31:51.684236,,U,5,{4}{U},Creature,f,370385,"[{""rarity"":""R"",""set"":""CHK"",""multiverseid"":""75268""},{""rarity"":""R"",""set"":""CMR"",""multiverseid"":""500879""},{""rarity"":""R"",""set"":""MMA"",""multiverseid"":""370385""}]"
